"PERIODO","COD_CENCOSUD","COD_PROVEEDOR","DESCRIPCION_PRODUCTO","MARCA","ESTACION","TEMPORADA","ESTADO_PRODUCTO","DIVISION","DEPARTAMENTO","SUBDEPARTAMENTO","CLASE","ESTILO","CATPROVN1","CATPROVN2","CATPROVN3","CATPROVN4","CATPROVN5","COD_LOCAL","DESCRIPCION_LOCAL","FORMATO","TIPO_LOCAL","ESTADO_LOCAL","TIPO","VTA_PERIODO(u)","VTA_PERIODO_COSTO($)","VTA_PERIODO_PUBLICO($)"
2026-03-16,277851003,F208EP3C20,P3 BOXER ALG 208E/SURTI/M,FOSTER,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER ALG 208E-C20 FST,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00009,Paris Lyon,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-16,301207004,M503P3NV25C1,P3 CULOTTE M503NV/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 CULOTTE M503NV25C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00009,Paris Lyon,PARIS,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-16,960956013,605CP5-C1,P5 CALCETIN COB 6/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,CONVERTIDORES,CONVERTIDORES,P5 CALCETIN COB 605C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00009,Paris Lyon,PARIS,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-16,811916005,J208AEP3C15,P3 BOXER ALG 208E/SURTI/XL,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER ALG 208EC15 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-16,397259003,491CC-C2,PANTUFLA COLO 491/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ACCESORIOS,PANTUFLAS,PANTUFLA COLO 491C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,-1,-7495,-14989
2026-03-16,683487003,LEGB9-C3,BATA FLEECE B9-C3/SURTI/M,LEGACY,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,BATAS,BATA,BATA FLEECE B9-C3 LEG,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,1,9239,11990
2026-03-16,601378004,700P3-C6,P3 BOXER SEAMLESS/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER SEAMLESS 700C6-TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,1,6995,13990
2026-03-16,160474005,208MCCP3-C2,P3 BOXER COBRE 20/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER COBRE 208MCC-C2,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-16,790019007,5013P5-C8,P5 BOXER ALG COLO/SURTI/T 14,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P5 BOXER ALG COLOR 5013C8 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,2,13868,29981
2026-03-16,811863005,J208AP3C1,P3 BOXER ALG 208C/NEGRO/XL,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER ALG 208C1 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-16,742829002,M600SPP5C1,P5 CALCETIN SPRT/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,MEDIAS Y CALCETINES,CONVERTIDORES,CONVERTIDORES,P5 CALCETIN SPRT M600SPC1 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,1,4996,9990
2026-03-16,376278004,511P5-C11,P5 SLIP COLOR 511/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,SLIP,P5 SLIP COLOR 511-C11 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00010,Paris Plaza Oeste,PARIS,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-16,397253004,208P4-C4,P4 BOXER ALG 208C/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG 208C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,9995,19990
2026-03-16,995452004,M187M25C1,CAMISETA COMPER M/SURTI/L,TOP,INVIER,INV25,Activo,VESTUARIO,CORSETERIA,ACCESORIO,ACCESORIO,CAMISETA COMPER M187M25C1 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,2,14990,10990
2026-03-16,397265002,264AIUCH-C1,PIJAMA UCH 263AIC/SURTI/S,TOP,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA UCH 263AIC1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,1,11495,22990
2026-03-16,376319002,LEG261AIC2,PIJAMA INV26 261C/SURTI/S,LEGACY,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA INV26 261C2 LEG,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,1,7853,16990
2026-03-16,977514003,J208AEP3C17,P3 BOXER PRINT J2/SURTI/M,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER PRINT J208AC17 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,1,4995,7992
2026-03-16,115520004,LEG490-C2,PANTUFLA AZUL490-/AZAB1/XL,LEGACY,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ACCESORIOS,PANTUFLAS,PANTUFLA AZUL490-C2 LEGACY,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00020,Paris Alto Las Condes,PARIS,Local,Activo,NO CLASIFICADO,1,6004,9990
2026-03-16,397254004,208PKP4-C20,P4 BOXER ALG 208P/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG 208PKC20 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00021,Paris Plaza La Serena,PARIS,Local,Activo,NO CLASIFICADO,1,9995,15992
2026-03-16,977514006,J208AEP3C17,P3 BOXER PRINT J2/SURTI/XXL,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER PRINT J208AC17 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00021,Paris Plaza La Serena,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-16,977514003,J208AEP3C17,P3 BOXER PRINT J2/SURTI/M,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER PRINT J208AC17 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00021,Paris Plaza La Serena,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-16,601378004,700P3-C6,P3 BOXER SEAMLESS/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER SEAMLESS 700C6-TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00021,Paris Plaza La Serena,PARIS,Local,Activo,NO CLASIFICADO,1,6995,13990
2026-03-16,122192005,214P3-C3,P3 BOXER 214P3-C3/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER 214P3-C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00021,Paris Plaza La Serena,PARIS,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-16,196591004,214P3-C9,P3 BOXER MIC 214-/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MIC 214-C9 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00020,Paris Alto Las Condes,PARIS,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-16,397252005,208CPKP3C17,P3 BOXER CONV 208/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,CONVERTIDORES,CONVERTIDORES,P3 BOXER CONV 208PKC17 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00020,Paris Alto Las Condes,PARIS,Local,Activo,NO CLASIFICADO,1,7243,12990
2026-03-16,122192004,214P3-C3,P3 BOXER 214P3-C3/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER 214P3-C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,2,15990,21980
2026-03-16,301188005,M502P3NV25C3,P3 COLALESS M502N/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 COLALESS M502NV25C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-16,160474004,208MCCP3-C2,P3 BOXER COBRE 20/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER COBRE 208MCC-C2,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-16,860168002,K600SPP5-C2,P5 SOCKS SPRT K60/SURTI/30/35,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,CALCETINES,CALCETIN NI¥O,P5 SOCKS SPRT K600SPC2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,1,4347,9990
2026-03-16,150071005,5013P725C1,P7 BOXER 5013P7C1/SURTI/T 10,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P7 BOXER 5013P7C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,1,9326,19990
2026-03-16,122192005,214P3-C3,P3 BOXER 214P3-C3/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER 214P3-C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,2,15990,21980
2026-03-16,376322006,J186M26C1,CAMISETA SPRT 186/NEGRO/XXL,JJO,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PRIMERAS CAPAS,CAMISETA,CAMISETA SPRT 186MC1 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,1,6928,10490
2026-03-16,666050003,208PKP4-C13,P4 BOXER ALG COL/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG COL 208PKC13 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,4,39980,55960
2026-03-16,977514004,J208AEP3C17,P3 BOXER PRINT J2/SURTI/L,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER PRINT J208AC17 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,-2,-9990,-11981
2026-03-16,376314005,FOS261AIC3,PIJAMA INV26 261C/SURTI/XL,FOSTER,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA INV26 261C3 FST,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,2,13856,19480
2026-03-16,637483005,208PKP4-C9,P4 BOXER ALG COL/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG COL 208PK-C9 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,1,9869,14990
2026-03-16,977514002,J208AEP3C17,P3 BOXER PRINT J2/SURTI/S,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER PRINT J208AC17 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,1,4995,8990
2026-03-16,860165004,K600SPP5-C1,P5 SOCKS SPRT K60/SURTI/40/36,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,CALCETINES,CALCETIN NI¥O,P5 SOCKS SPRT K600SPC1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,-1,-4300,-7992
2026-03-16,666050005,208PKP4-C13,P4 BOXER ALG COL/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG COL 208PKC13 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,3,29985,41969
2026-03-16,376309003,FOS261AIC1,PIJAMA INV26 261C/SURTI/M,FOSTER,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA INV26 261C1 FST,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00032,Paris Internet,PARIS,Local,Activo,NO CLASIFICADO,7,48496,71930
2026-03-16,275697005,511P5-C10,P5 SLIP 511P5C10/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,SLIP,P5 SLIP 511P5C10 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00037,Paris Huechuraba,PARIS,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-16,327065003,M702SPP3C3,P3 COLALESS/SURTI/S,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 COLALESS M702SPC3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00037,Paris Huechuraba,PARIS,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-16,362217004,262AIC2,PIJAMA INV26 262C/SURTI/L,TOP,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA INV26 262C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00037,Paris Huechuraba,PARIS,Local,Activo,NO CLASIFICADO,1,8495,16990
2026-03-16,792595002,600SPP4-C1,P4 SX CORT SPRT 6/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,CONVERTIDORES,CONVERTIDORES,P4 SX CORT SPRT 600C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00037,Paris Huechuraba,PARIS,Local,Activo,NO CLASIFICADO,2,7990,15981
2026-03-16,413658005,N206STP4-C1,P4 PANT STCH N206/SURTI/T 10,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,CALZON,P4 PANT STCH N206-C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,7853,16990
2026-03-16,147435004,M501AP5C1,P5 HIKINI M501AP5C/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P5 HIKINI M501AP5C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,9995,19990
2026-03-16,601374003,700P3-C5,P3 BOXER SEAMLESS/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER SEAMLESS 700C5-TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,6995,13990
2026-03-16,397252004,208CPKP3C17,P3 BOXER CONV 208/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,CONVERTIDORES,CONVERTIDORES,P3 BOXER CONV 208PKC17 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,2,14486,29981
2026-03-16,413595005,5013ACCP4C6,P4 BOXER COLO/SURTI/T 10,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P4 BOXER COLO 5013A-C6 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,7853,16990
2026-03-16,302685005,208ARMP3C2,P3 BOXER 208ARMC2/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER 208ARMC2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,7495,17990
2026-03-16,397252003,208CPKP3C17,P3 BOXER CONV 208/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,CONVERTIDORES,CONVERTIDORES,P3 BOXER CONV 208PKC17 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,7243,14990
2026-03-16,951064002,M610P5-C7,P5 SX LARGO PRINT/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,MEDIAS Y CALCETINES,CONVERTIDORES,CONVERTIDORES,P5 SX LARGO PRINT M610C7 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-16,413595008,5013ACCP4C6,P4 BOXER COLO/SURTI/T 16,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P4 BOXER COLO 5013A-C6 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,7853,16990
2026-03-16,666155003,L186-C2,CAMIS ALG NEG C/R/NEGRO/M,LEGACY,INVIER,INV24,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,CAMISETA M/L,CAMIS ALG NEG C/R 186-C2 LEG,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,4617,6990
2026-03-16,217303003,493MARC3,PANTUFLA MARV 493/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ACCESORIOS,PANTUFLAS,PANTUFLA MARV 493C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-16,298215005,208NEGP3,P3 BOXER ALGD NEG/NEGRO/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER ALGD NEGRO TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-16,397253004,208P4-C4,P4 BOXER ALG 208C/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG 208C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,2,19990,39979
2026-03-16,694988002,K610SPP5C2,P5 SOCKS ALG SPRT/SURTI/30/35,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,CALCETINES,CALCETIN NI¥O,P5 SOCKS ALG SPRT K610-C2 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,4670,9990
2026-03-16,397256004,208P5-C11,P5 BOXER ALG 208C/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P5 BOXER ALG 208C11 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,1,11995,23990
2026-03-16,397252005,208CPKP3C17,P3 BOXER CONV 208/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,CONVERTIDORES,CONVERTIDORES,P3 BOXER CONV 208PKC17 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00040,Paris Rancagua,PARIS,Local,Activo,NO CLASIFICADO,3,21729,38970
