"PERIODO","COD_CENCOSUD","COD_PROVEEDOR","DESCRIPCION_PRODUCTO","MARCA","ESTACION","TEMPORADA","ESTADO_PRODUCTO","DIVISION","DEPARTAMENTO","SUBDEPARTAMENTO","CLASE","ESTILO","CATPROVN1","CATPROVN2","CATPROVN3","CATPROVN4","CATPROVN5","COD_LOCAL","DESCRIPCION_LOCAL","FORMATO","TIPO_LOCAL","ESTADO_LOCAL","TIPO","VTA_PERIODO(u)","VTA_PERIODO_COSTO($)","VTA_PERIODO_PUBLICO($)"
2026-03-17,413595008,5013ACCP4C6,P4 BOXER COLO/SURTI/T 16,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P4 BOXER COLO 5013A-C6 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00407,Paris Puente Alto,JOHNSON,Local,Activo,NO CLASIFICADO,1,7853,16990
2026-03-17,254712003,M208P5C3,P5 BOXERTOP M208C/SURTI/S,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P5 BOXERTOP M208C3,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00407,Paris Puente Alto,JOHNSON,Local,Activo,NO CLASIFICADO,1,9995,19990
2026-03-17,504064003,491-C2,PANTUFLA AZU 491C/AZOS1/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ACCESORIOS,PANTUFLAS,PANTUFLA AZU 491C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00407,Paris Puente Alto,JOHNSON,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,118142005,511P6DP25-C2,P6 SLIP 511DP25C2/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,SLIP,P6 SLIP 511DP25C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00419,Paris Valdivia,JOHNSON,Local,Activo,NO CLASIFICADO,1,8495,10190
2026-03-17,666155003,L186-C2,CAMIS ALG NEG C/R/NEGRO/M,LEGACY,INVIER,INV24,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,CAMISETA M/L,CAMIS ALG NEG C/R 186-C2 LEG,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,1,4617,4990
2026-03-17,250777002,M590SPP5-C2,P5 SX SRT M590C2 T/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,MEDIAS Y CALCETINES,CONVERTIDORES,CALCETIN,P5 SX SRT M590C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00419,Paris Valdivia,JOHNSON,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-17,376314004,FOS261AIC3,PIJAMA INV26 261C/SURTI/L,FOSTER,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA INV26 261C3 FST,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00419,Paris Valdivia,JOHNSON,Local,Activo,NO CLASIFICADO,1,6928,14990
2026-03-17,742851002,M610SPP5C1,P5 SX SPRT LARG0/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,MEDIAS Y CALCETINES,CONVERTIDORES,CONVERTIDORES,P5 SX SPRT LARG0 M610SPC1 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00419,Paris Valdivia,JOHNSON,Local,Activo,NO CLASIFICADO,2,9996,15979
2026-03-17,277857003,F208EP3C22,P3 BOXER ALG 228E/SURTI/M,FOSTER,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER ALG 228E-C22 FST,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00419,Paris Valdivia,JOHNSON,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-17,225748004,M501AP3-C4,P3 HIKINI M501AP-C4/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 HIKINI M501AP-C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,860333005,N206P5C1,P5 PANTALETA N206/SURTI/T 10,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,CALZON,P5 PANTALETA N206C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,1,7275,14990
2026-03-17,407926003,208AMARP3C19,P3 BOXER MAR 208C/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MAR 208C19 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,8995,17990
2026-03-17,792555003,209MP3-C11,P3 BOXER MICRF 20/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICRF 209C11 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-17,302442005,208MENSP3C3,P3 BOXER 208MENSC/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER 208MENSC3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,8996,17990
2026-03-17,666050004,208PKP4-C13,P4 BOXER ALG COL/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG COL 208PKC13 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,2,19990,39979
2026-03-17,733489004,M501AP3-C2,P3 HIKINI ALG M501/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 HIKINI ALG M501C2-TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,678208004,214MCP3-C1,P3 BOXER MICROF 2/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICROF 214-C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-17,298513005,J208AEP3C18,P3 BOXER J208AEC1/SURTI/XL,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER J208AEC18 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-17,792555004,209MP3-C11,P3 BOXER MICRF 20/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICRF 209C11 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-17,775090004,491-C3,PANTUFLA GRIS 491/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ACCESORIOS,PANTUFLAS,PANTUFLA GRIS 491C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,272818005,205P4-C3,P4 BOXER ALG 205C/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG 205C-C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,8995,17990
2026-03-17,398561003,M262AIHKC1,PIJAMA HK M262C1/SURTI/M,TOP,INVIER,INV26,Activo,VESTUARIO,LENCERIA,PIJAMAS,PIJAMA ALGODON,PIJAMA HK M262C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,-1,-9995,-19988
2026-03-17,415969004,M208AHKP3C10,BOXER M208AHKP3C1/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,BOXER M208AHKP3C10 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-17,875518005,511P5-C7,P5 SLIP ALG 511C7/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,SLIP,P5 SLIP ALG 511C7 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-17,413595008,5013ACCP4C6,P4 BOXER COLO/SURTI/T 16,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P4 BOXER COLO 5013A-C6 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,7853,16990
2026-03-17,893961004,208P4-C1,P4 BOXER NEG 2/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER NEG 208C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,9995,19990
2026-03-17,494357007,5013P5-C6,P5 BOXER COLOR/SURTI/T 12A,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P5 BOXER COLOR 5013-C6,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00410,Paris Quillota,JOHNSON,Local,Activo,NO CLASIFICADO,1,6935,14990
2026-03-17,733489006,M501AP3-C2,P3 HIKINI ALG M501/SURTI/XS,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 HIKINI ALG M501C2-TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,683511006,209MP3C10,P3 BOXER MICRF 20/SURTI/XXL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICRF 209C10 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,13990
2026-03-17,792562005,205P4-C10,P4 BOXER CORT 205/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER CORT 205C10 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,8995,17990
2026-03-17,790016005,5013P5-C4,P5 BOXER ALG COLO/SURTI/T 10,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P5 BOXER ALG COLOR 5013C4 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,6966,14990
2026-03-17,817722004,208MCCP3C4,P3 BOXER MICROF 2/NEGRO/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICROF 208C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-17,397257003,491UCH-C2,PANTUFLA UCH 491C/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ACCESORIOS,PANTUFLAS,PANTUFLA UCH 491C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00016,Paris Plaza Del Trebol,PARIS,Local,Activo,NO CLASIFICADO,2,14990,29981
2026-03-17,134973006,214P3-C2,P3 BOXER LARGO C2/SURTI/XXL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER LARGO C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00427,Paris Melipilla,JOHNSON,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-17,742845002,M600SPP5C2,P5 CALCETIN SPRT/NEGRO/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,MEDIAS Y CALCETINES,CONVERTIDORES,CONVERTIDORES,P5 CALCETIN SPRT M600SPC2 TO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00427,Paris Melipilla,JOHNSON,Local,Activo,NO CLASIFICADO,1,4996,9990
2026-03-17,397262003,491DCC5,PANTUFLA DC 491C5/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ACCESORIOS,PANTUFLAS,PANTUFLA DC 491C5 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00419,Paris Valdivia,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-17,288388004,208P5-C4,P5 BOXER ALG 208C/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P5 BOXER ALG 208COL-C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,11995,23990
2026-03-17,241927003,M700P3C3,P3 BOXER M700C3 TOP/SURTI/S,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 BOXER M700C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,397254003,208PKP4-C20,P4 BOXER ALG 208P/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG 208PKC20 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,9995,19990
2026-03-17,683613006,M208P3C3,P3 BOXER ALG MED 2/SURTI/XS,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 BOXER ALG MED 208C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,376278004,511P5-C11,P5 SLIP COLOR 511/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,SLIP,P5 SLIP COLOR 511-C11 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-17,376309003,FOS261AIC1,PIJAMA INV26 261C/SURTI/M,FOSTER,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA INV26 261C1 FST,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,6928,14990
2026-03-17,397253004,208P4-C4,P4 BOXER ALG 208C/SURTI/L,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER ALG 208C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,9995,19990
2026-03-17,225748003,M501AP3-C4,P3 HIKINI M501AP-C4/SURTI/S,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 HIKINI M501AP-C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,6495,12990
2026-03-17,811889006,J208MP3C2,P3 BOXER MICRF 20/NEGRO/XXL,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICRF 208C2 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,2,9990,19980
2026-03-17,416222003,M261AI-C2,PIJAMA M261AI-C2/SURTI/M,TOP,INVIER,INV26,Activo,VESTUARIO,LENCERIA,PIJAMAS,PIJAMA ALGODON,PIJAMA M261AI-C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,7995,15990
2026-03-17,745227003,180P2-24,P2 CAMISETA ALG 1/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,CAMISETA M/C,P2 CAMISETA ALG 180P2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-17,977518005,J208MD25P4C1,P4 BOXER MIC DP25 F/SURTI/XL,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P4 BOXER MIC DP25 F208C1 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,6004,7790
2026-03-17,277859003,L208CP3C1,P3 BOXER COL L208/SURTI/M,LEGACY,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER COL L208P3C1 LEG,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-17,601378003,700P3-C6,P3 BOXER SEAMLESS/SURTI/M,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER SEAMLESS 700C6-TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,6995,13990
2026-03-17,792555002,209MP3-C11,P3 BOXER MICRF 20/SURTI/S,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICRF 209C11 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,11992
2026-03-17,817722002,208MCCP3C4,P3 BOXER MICROF 2/NEGRO/S,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER MICROF 208C4 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00433,Paris San Felipe,JOHNSON,Local,Activo,NO CLASIFICADO,1,7995,12793
2026-03-17,951064002,M610P5-C7,P5 SX LARGO PRINT/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,MEDIAS Y CALCETINES,CONVERTIDORES,CONVERTIDORES,P5 SX LARGO PRINT M610C7 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,2,9990,19980
2026-03-17,860381004,N208P5C2,P5 BOXER MED N208/SURTI/T 8,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,INTERIOR Y DORMIR INFANTI,ROPA INTERIOR,BOXER,P5 BOXER MED N208C2 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,1,7010,14990
2026-03-17,302446006,208MRMP3C1,P3 BOXER 208MRMC1/SURTI/XXL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER 208MRMC1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,1,7940,17990
2026-03-17,795643002,M600P5C10,P5 CALCETIN M600P/SURTI/TU,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,MEDIAS Y CALCETINES,CALCETINES,CALCETIN CORTO,P5 CALCETIN M600P5C10 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-17,376293005,261AIC1,PIJAMA INV26 261C/SURTI/XL,TOP,INVIER,INV26,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,PIJAMAS,PIJAMA LARGO,PIJAMA INV26 261C1 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,1,8495,16990
2026-03-17,298215006,208NEGP3,P3 BOXER ALGD NEG/NEGRO/XXL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER ALGD NEGRO TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,1,7495,14990
2026-03-17,397256005,208P5-C11,P5 BOXER ALG 208C/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P5 BOXER ALG 208C11 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00019,Paris Curico,PARIS,Local,Activo,NO CLASIFICADO,1,11995,23990
2026-03-17,298513003,J208AEP3C18,P3 BOXER J208AEC1/SURTI/M,JJO,TODA¥O,S/TEMP,Activo,VESTUARIO,ROPA INTERIOR Y ACC HOMBR,ROPA INTERIOR,BOXER,P3 BOXER J208AEC18 JJO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,1,4995,9990
2026-03-17,196970006,M502AP3-C3,P3 COLALESS ALG/SURTI/XL,TOP,TODA¥O,S/TEMP,Activo,VESTUARIO,CORSETERIA,CALZONES,PACK CALZON,P3 COLALESS ALG M502-C3 TOP,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,NO CLASIFICADO,00464,Paris Talcahuano,JOHNSON,Local,Activo,NO CLASIFICADO,1,6495,12990
